Subject,University,Semester ,Exam,Marks,Concept,Question,Has_Code,Code_Snippet,Diagram
Structured Programming,United International University,Summer 2024,Semester Final,5,Functions,"Implement getSumMean(float marks[ ], int N, int type) function, which computes sum and mean 
of marks of N students from an input array A.   

i. In the main() function, initialize an array of floats to store the marks of 100 students. Take 
the values from the user as input. 
ii. Take 2 values as input from user: an integer (number of elements) & an integer (value type). 
iii. Call the getSumMean() function from the main() passing those values. If the value type is 1, 
then calculate and return the sum of N elements in the array A. If the value type is 2, then 
calculate and return the average/mean of N elements in the array A. 
iv. What type of argument passing is used in getSumMean() function call? Call-by-value, or call
by-reference? Justify and explain. ",No,,
Structured Programming,United International University,Summer 2024,Semester Final,5,Functions,Find the output of the following program. Notice the local and global contexts. ,Yes," 
int x = 6, y = 8; 
int func (int a, int b) {     
   a *= 2;     
   printf(""a = %d, b = %d.\n"", a, b); 
   return (--a) * (b--);  
}  
int sub (int a, int b) {     
   b /= 6;     
   printf(""a = %d, b = %d.\n"", a, b);     
   return (--a) * (--b);  
} 
int main() {         
   y = func(x, y);     
   printf(""x = %d, y = %d.\n"", x, y); 
   x = sub(x, y);     
   printf(""x = %d, y = %d.\n"", x, y); 
   return 0;  
} ",
Structured Programming,United International University,Summer 2024,Semester Final,5,String,"Show manual tracing (every change) of variables i, j, A, and B of the program.",Yes,"#include <stdio.h> 
#include <string.h> 
 
int main() { 
    char A[50] = ""Structured""; 
    char B[50] = ""Coding""; 
    int len = strlen(A); 
    for (int i=0; i<strlen(B); i++) 
      A[len-i-1] = B[i]; 
     
    strncat(A, B, 2); 
     
for (int j=0; j<4; j++) 
      A[j] = B[strlen(B)-j-1]; 
    printf(""A: %s\n"", A); 
    printf(""B: %s\n"", B); 
    return 0; 
}",
Structured Programming,United International University,Summer 2024,Semester Final,5,String,"Write a C program to replace every nth character of a string with the letter ‘Z’.  You cannot use any 
library functions. For example, if string contains “HelloWorld” and n=3, print “HeZloZorZd”. 
Another example: if string contains “Programming” and n=2, print “PZoZrZmZiZg”.",No,,
Structured Programming,United International University,Summer 2024,Semester Final,3,Structure,Identify and correct the errors of the following code,Yes,"    struct Gadget { 
         int serialNo, 
         char category[], 
         float price; 
    } 
    int main() { 
         struct g1; 
         serialNo = 123; 
         category = “Tab”; 
         price = 5500.00; 
         struct *gPtr = g1; 
         scanf(""%s"",&gPtr.category); 
         scanf(""%s"",&gPtr.price); 
    } ",
Structured Programming,United International University,Summer 2024,Semester Final,7,Structure,"Suppose you are developing a C program for the UIU Sports Club to store and manage players’ 
performance for the VC Cup football Season 3 to be held in 2025. Your task is to create a C 
program that can store, manage and manipulate the data to select best goal scorer. Write a C 
program that will:  

i. Create a structure named player to store the following information of each player 
participating in the tournament as follows (use appropriate data types and variable names 
for all the features): 
- - - - Name  
- - - - ID 
- - - - Number of matches played, and 
- - - - An array G[ ] of scored goals in each of the matches played.  

ii. Scan information as input from the user for 120 players registered in the tournament. 
iii. Write a function goalsScored(struct player p, int matches) that takes a player structure 
and total number of matches played and returns the sum of the elements of array G[ ] to 
get total goals scored by a particular player. 
iv. Write a function selectBestScorer(struct player b[ ], int total_players) that takes an array 
of player structure and total number of players and returns the index of the player array 
representing the player with highest number of goals scored.  ",No,,
Structured Programming,United International University,Summer 2024,Semester Final,5,Pointers,"Write the output of the program provided below. What type of argument passing is used 
in mystery() function call? Call-by-value, or call-by-reference? Justify and explain. ",Yes,"#include <stdio.h>

int fun(int *a, int *b){ 
    if (*a > 1)  
        return *a + *b; 
    else  
        return *b - *a; 
} 

int main(void) { 
    int x = -10;  
    int y = 20;  
    printf(""The result is %d"", fun(&x, &y)); 
}  ",
Structured Programming,United International University,Summer 2024,Semester Final,5,Pointers,Find the output of the code provided below.,Yes,"#include <stdio.h>

void f(char *s1, char *s2, int n, int *a) {     
    int i;      
    for(i=0; i<n; i++) {          
        if(s1[i] > s2[i]) 
            *a = *a+1;            
        else if(s1[i] < s2[i]) 
            *(s1+i) = *(s2+i); 
        else if(s1[i] == s2[i]) 
            *a = *a-1; 
    }  
}  

void main() {      
    int a, b;      
    char s1[] = ""worldcupBangladesh"";      
    char s2[] = ""BanglaWash"";      
    a = 0;      
    f(s1, s2, 13, &a);        
    printf(""%d\n s1=%s , s2=%s\n"", a, s1, s2);  
}  ",
Structured Programming,United International University,Summer 2024,Semester Final,5,Pointers,"Write a C program that does the following: 

 Declare an integer array A with arraysize 20, a pointer variable aPtr and assign array A to aPtr. 
 Scan the elements of the array A using the pointer aPtr with offset. 
 Write a function swap(int *a, int *b) to swap any 2 values from array A[ ] using pointers. Call 
swap() function from the main() to swap array elements A[5] and A[11]. ",No,,
Structured Programming,United International University,Summer 2024,Semester Final,5,File Handling,"Suppose, a file “students.dat” is created, where each line contains a student’s name followed by 
his/her cgpa and the file already have information of 5 students. Now, answer the following 
questions: 

i. What is the difference between read, write and append mode? 
ii. Which mode you should open the file? What will happen if the file does not exist? 
iii. Write corresponding C program to open the file, accomplish the above task and close the 
file.  ",No,,
Structured Programming,United International University,Fall 2024,Semester Final,4,Functions,"Write a C program that satisfies the following requirements.

i. Write a function int count_divisors(int n) that returns the total number of divisors of
a given number n.
ii. Write a function int is_perfect_square(int n) that returns 1 if the given integer n is a
perfect square, and 0 otherwise.
iii. In the main function, take two positive integers as input from the user. Then determine:

    • which number has more divisors.
    • whether each of the two numbers is a perfect square or not


Notes:
� Thereare 4 divisors of 6: 1, 2, 3 and 6. So, count_divisors(6) should return 4.
� Aninteger n is a perfect square if there exists an integer m such that m × m = n.
� 4isaperfectsquarebecause4 = 2×2,but5isnotaperfectsquare. So,is_perfect_square(4)
should return 1 and is_perfect_square(5) should return 0",No,,
Structured Programming,United International University,Fall 2024,Semester Final,4,Functions,"Determine the output of the following C code. Notice the use of local and global variables in
different contexts.",Yes,"#include <stdio.h>
int x = 10;
int y = 20;
int func(int a, int b) {
    int y = 5;
    x += 2;
    y += 3;
    a += y;
    b += x;
    printf(""x = %d, y = %d, a = %d, b = %d.\n"", x, y, a, b);
    return a * b + x - y;
}
int main() {
    int a = 4, b = 7;
    a = func(a, b);
    printf(""a = %d, b = %d, x = %d.\n"", a, b, x);
    return 0;
}
",
Structured Programming,United International University,Fall 2024,Semester Final,4,String,"Manually trace the following code segment. Show the changes of all the variables. Then write
down the output of the program.",Yes,"#include <stdio.h>
int i, j;
char s1[20] = ""ABCd"", s2[20] = ""EFGH789"";
for (i = 0; s1[i] != 0; i++) {
    // do nothing
}
for (j = 0; s2[j] != 0; j++) {
    if (s2[j] >= '0' && s2[j] <= '9') {
        s1[i] = s2[j];
        i++;
    }
}
s1[i] = 0;
printf(""S1 = %s"", s1);",
Structured Programming,United International University,Fall 2024,Semester Final,4,String,"Write a function void myStrRev(char src[], char dest []) that stores the reverse of src
into dest. You are not allowed to use <string.h>.",No,,
Structured Programming,United International University,Fall 2024,Semester Final,2,Pointers,"Determine the output of the following C code segment for each of the given inputs.
Input:
(i) u
(ii) c
(iii) r",Yes,"char s[] = ”computer club”;
char *p, ch;
p = s;
scanf(”%c”, &ch);
while (*p != ch) {
printf(”%c”, *p);
p++;
}",
Structured Programming,United International University,Fall 2024,Semester Final,2,Pointers,Determine the output of the following C code segment.,Yes,"int x, *y;
x = 10;
y = &x;
x = x + 1;
// address of x: 672454436
// address of y: 672454440
printf(”%d\n”, y);
printf(”%d\n”, *y);
printf(”%d\n”, x--);
printf(”%d\n”, *y);",
Structured Programming,United International University,Fall 2024,Semester Final,4,Pointers,"Write a program to calculate the factorial of a given number following the following steps.
� Input the number in the main function.
� Pass this number to the factorial function.
� Calculate the factorial value in the factorial function.
� Print the factorial result in the main function. Use the concept of call by reference",No,,
Structured Programming,United International University,Fall 2024,Semester Final,8,Structure,"Write a C program that satisfies the following requirements.

i. Create a structure named Book to store details about a book like title, author, and price.
ii. Input the details of three books and store it in an array of structures.
iii. Display the information of the book with the highest price and the one with the lowest price",No,,
Structured Programming,United International University,Fall 2024,Semester Final,4,File Handling,"Write down a program that counts number of words in a text file named ”A.txt”. You can safely
assume that it’s in the same folder as the source code and it doesn’t contain any trailing spaces.",No,,
Structured Programming,United International University,Fall 2024,Semester Final,4,Recursion,"Find the bug in the recursive function and rewrite it. The fixed function should work correctly
for any positive value of n.


Expected Output:
k = 13",Yes,"#include <stdio.h>
int addDigits(int n) {
    return (n % 10) + addDigits(n / 10);
}
void main() {
    int k;
    k = addDigits(4531);
    printf(""k = %d"", k);
}",
Structured Programming,United International University,Fall 2024,Semester Final,4,File Handling," The file ”input.txt” contains 5 integers. Write a program that reads the 5 integers and prints
the sum of all even numbers and the sum of all odd numbers in another file ”output.txt”.
Thesource code and the text files are in the same folder.",No,,
Structured Programming,United International University,Spring 2025,Semester Final,4,Recursion,"Thefactorial of a number n, denoted as n!, is the product of all positive integers from 1 to n.
For example, 5! = 5 ×4×3×2×1.
Evaluate whether the following function is correct or not. Explain your answer briefly.

Note: It is guaranteed that n will not be negative.",Yes,"int factorial(int n)
{
   return (n-1) * factorial(n);
}",
Structured Programming,United International University,Spring 2025,Semester Final,4,String,Write a code in C to remove adjacent duplicate characters from a string.,No,,
Structured Programming,United International University,Spring 2025,Semester Final,4,String," Determine the output of the following C code snippets.

",Yes,"1.  char s1[15] = ”C”;
    char s2[15] = ”Programming”;
    strcat(s1, s2);

2.  printf(”%s %s”, s1, s2);
    char str1[] = ”Hello”;
    char str2[] = ”Hello\0Everyone”;
    printf(”%d”, strcmp(str1, str2));",
Structured Programming,United International University,Spring 2025,Semester Final,4,Functions,"Read the instructions carefully and write the functions.
a) Write a function celsius_to_fahrenheit that takes a temperature in Celsius as a parameter
and returns the equivalent temperature in Fahrenheit.
Use the formula: given in diagram ",No,,
Structured Programming,United International University,Spring 2025,Semester Final,4,Functions,"Write a main function that takes the air temperature (in Celsius) as input, converts it to Fahren
heit using the function from (a), and then categorizes the weather based on the following table:",No,,
Structured Programming,United International University,Spring 2025,Semester Final,8,2D Array,"
Write a C program to:
• Input an N ×N matrix.
• For each row, find the difference between maximum and minimum element.
• Print the largest difference among all rows.

Explanation:
• Row0max=9,min=2→difference =7
• Row1max=6,min=1→difference =5
• Row2max=8,min=7→difference =1
• Maximumdifference among these is 7",No,,
Structured Programming,United International University,Spring 2025,Semester Final,2,Structure,"Define a structure named Color that stores the name (at most 30 characters), red_intensity,
green_intensity and blue_intensity of a color.",No,,
Structured Programming,United International University,Spring 2025,Semester Final,3,Functions,"Write a function named get_brightness that takes a Color structure as input and returns its
brightness.

The brightnesso facolor is calculated as the average of the red, green, and blue intensity values:
brightness = (red + green + blue)/3",No,,
Structured Programming,United International University,Spring 2025,Semester Final,3,Array,"Write a main function that contains an array of Color structure elements. Initialize the array
with the following values.Then, find the name of the brightest color among them.",No,,
Structured Programming,United International University,Spring 2025,Semester Final,4,Pointers, Determine the output of the following C code segment.,Yes,"#include <stdio.h>

void process(int *p)
{
    int i;
    for(i=0; i<4; i++)
    {
        if(*(p+i)%2==0)
            *(p+i) *= *(p+i);
    }
}

int main()
{
    int a[]={1,2,3,4}, i;
    process(a);
    for(i=0; i<4; i++)
        printf(""%d "", a[i]);
    return 0;
}",
Structured Programming,United International University,Spring 2025,Semester Final,4,File Handling,"The file ”input.txt” contains 5 floating point numbers. Write a program that reads the 5
numbers and prints the average of all numbers in another file ”output.txt”. Assume that the
source code and the text files are in the same folder.",No,,
Structured Programming,Shahjalal University of Science and Technology,2018,Semester Final,5,Structure,"Observe the following two structure declarations for a Singly Linked List. Are they
syntactically correct? Compare them visualizing their memory representations.",Yes,"i) struct node{
int x;
struct node n;
};

ii) struct node{
int x;
struct node *n;
};",
Structured Programming,Shahjalal University of Science and Technology,2018,Semester Final,5,Data Types,"Write a program to find the Abundant numbers (integers) between N and M [1 ≤ N,M ≤1000].


Note: An Abundant Number or Excessive Number is a number for which the sum
of its proper divisors is greater than the number itself.",NO,,
Structured Programming,Shahjalal University of Science and Technology,2018,Semester Final,5,String,"Write a program to print the following sequence (where every ...means rest of the similar
strings are skipped)

ABC ABD ... ABZ ACD ACE ... ACZ ADE ADF ... ... AWX AWY AWZ AXY AXZ AYZ
BCD BCE ... BCZ BDE BDF ... BDZ BEF BEG ... ... BWX BWY BWZ BXY BXZ BYZ
CDE CDF ... CDZ CEF CEG ... CEZ CFG CFH ... ... CWX CWY CWZ CXY CXZ CYZ
... ... ...
WXY WXZ WYZ
XYZ",NO,,
Structured Programming,Shahjalal University of Science and Technology,2018,Semester Final,10,Loops,Write the output of the following program,Yes,"
#include <stdio.h>
int main()
{
int x, y, z=3;
for (x=26,y=z; ((z%40)%21)!=4; z%=7)
{
y = ((x++ + ++z) * 210- y) % 49;
printf(""(%%d= %d) x=%d,y=%d,z=%d\n"",z,x,y,z,x,y,z);
y = ((--x + z++) * 210- y) % 49;
printf(""(%%d= %d) x=%d,y=%d,z=%d\n"",z,x,y,z,x,y,z);
z = ((++x+y+z)%(x*y))%60;
printf(""(%%d= %d) x=%d,y=%d,z=%d\n"",z,x,y,z,x,y,z);
}
return 0;
}",
Structured Programming,Shahjalal University of Science and Technology,2018,Semester Final,10,Operators,"Write a program that generates the cumulative exclusive or of the first n terms of
the Lucas Series where L0 = 2,L1 = 1. n (< 20) would be given through the standard
input. Show all cumulative exclusive or values through the standard output.",No,,
Structured Programming,Shahjalal University of Science and Technology,2018,Semester Final,10,Array,"Write the code to generate all primes within 10000 using sieve of eranthoses. After
running your code, all generated primes should be in an integer array named primes.",No,,
Structured Programming,Shahjalal University of Science and Technology,2018,Semester Final,10,Recursion,Write the output of the following program,Yes,"#include <stdio.h>

int bar(int x) {
    if (x & 2 && x > 0)
        printf(""%05d "", x);

    if (x < 0 || x > 10)
        return -x;

    int ret = 0;
    switch (x) {
        default:
            ret += bar((x-- > 4) - 3) + bar(x);
        case 4:
            ret -= bar(x + 13);
            break;
        case 0:
            ret %= bar(x - 2);
    }
    return ret;
}

int main() {
    int y = 0, n = 8;

    puts(""What the heck is this puts!"");
    printf(""Recursion means %#4o!\n"", n);

    if (((1 << 4) & n) == 1)
        puts(""No!"");

    for (n = ~n;; y++) {
        puts(""Should I call?"");
        if (y % 3)
            continue;

        printf(""bar(%d)=%d\n"", y, n = bar(y));
        if (y > n)
            break;

        printf(""Milestone#%02d\n"", y);
    }

    printf(""Well done Mr Recursion!"");
    return 0;
}
",
Structured Programming,Shahjalal University of Science and Technology,2018,Semester Final,10,Functions,"Write a function do work which takes a function as parameter. The parameter func
tions’ name should be either multi or polti. The function multi takes three integers
as parameter and returns the summation of them. The function polti also takes three
integers as parameter and returns subtracting the third argument from the multiplication
of the first two arguments.",No,,
Structured Programming,Shahjalal University of Science and Technology,2018,Semester Final,10,Functions,"Given an adjacency matrix named int adj[100][100] (declared globally) of a graph
with n nodes. Write a function int findCycle(int n) which returns 1 if there exists a
cycle in the graph, or returns 0 otherwise.",No,,
Structured Programming,Shahjalal University of Science and Technology,2018,Semester Final,5,Operators,Write the output of the following program showing the calculations.,Yes,"#include <stdio.h>
#define SZ 5+6
#define SZ2 9-SZ+SZ
int main()
{
int N = (~(~((12*SZ2*2)<<2)-1))%366;
printf(""%010o\n"",++N+6);
return 0;
}
",
Structured Programming,Shahjalal University of Science and Technology,2018,Semester Final,10,Functions,Write the output of the following program.,Yes,"#include <stdio.h>

int foo(int *x, int z[]) {
    static int y = 90;
    x = &y;
    z[1]++;
    ++y;
    (*x)++;
    z[5] = 11;
    return *x;
}

int main() {
    int x = 8, i, y[10] = {3, 9}, z;
    z = foo(&x, y) + foo(&x, y);

    printf(""%d %d\n"", x, z);

    for (i = 0; i < y[1]; i++)
        printf(""y[%d]=%d\n"", i, y[i]);

    return 0;
}",
Structured Programming,Shahjalal University of Science and Technology,2018,Semester Final,10,File Handling,"There are 3 files named Name.in, Age.txt and CGPA.txt. In each file, there are 10
lines. Each line in Name.in, Age.txt and CGPA.txt contains name (sequence of charac
ters), age (integer) and cgpa (floating point number) of a student respectively. Create
another file named Data.out and write all these information of a student in a line sep
arated by comma. Example: A student named ”Saban Ali”, aged 19 years old having
CGPA 4.00 should be stored in a line like: Saban Ali, 19, 4.00 Remember, you must
not take any two students data in memory simultaneously.",No,,
Structured Programming,Shahjalal University of Science and Technology,2018,Semester Final,10,2D Array,"Multiply two matrices kept in two 2D array declared by int a[10][10], b[10][10];
and keep the result in another matrix declared by int c[10][10]. The dimension of a
and b matrices are n × m and p × q respectively. Access all the values in these arrays
using pointer notation.",No,,
Structured Programming,Shahjalal University of Science and Technology,2019,Semester Final,5,Loops,"Write a complete C program to determine the value of the nth Fibonacci number, Fn
where Fn = Fn −1+Fn−2 and F1 =F2 =1.
Let the value of n be an inputquantity.",No,,
Structured Programming,Shahjalal University of Science and Technology,2019,Semester Final,5,Recursion,Write a program to find out the GCD of two integers a and b using recursion.,No,,
Structured Programming,Shahjalal University of Science and Technology,2019,Semester Final,5,Format Specifiers,"For input 12324322342 what would be the value of a,b,c,d after executing the code—
int a=1,b,c,d=9;scanf(""%2d%*3d%1d%4d"",&a,&b,&c,&d);? Suppose, A ball fits in a
cubic box smoothly and it just touches edges of the box at all it’s 6-side. Now, you are
given a positive real number as input which is the height of the cubic box. Now, write a
program to find the volume of empty spaces in the box and report it in the output.",No,,
Structured Programming,Shahjalal University of Science and Technology,2019,Semester Final,5,Structure,"Observe the following two structure declarations for a Doubly Linked List. Are they
syntactically correct? Compare them visualizing their memory representations.",Yes,"i) struct node {
    int val;
    struct node *next, *prev;
};

ii) struct node {
    int val;
    struct node *next, *prev;
};
",
Structured Programming,Shahjalal University of Science and Technology,2019,Semester Final,10,Pointers,"Write a code to print all the prime divisors of a given number (from standard input).
Your code should work fine for numbers ranging 1012. [Hint: Generate all primes within
106 using sieve of eranthoses. Then use these primes to factorize. ]",No,,
Structured Programming,Shahjalal University of Science and Technology,2019,Semester Final,10,Switch Case,Write the output of the following program.,Yes,"#include <stdio.h>
int bar(int x)
{
    if (x & 2 && x > 0) printf(""%05d "", x);
    if (x < 0 || x > 10) return -x;
    int ret = 0;
    switch (x)
    {
        default:
            ret += bar((x-- > 4) - 3) + bar(x);
        case 4:
            ret -= bar(x + 13);
            break;
        case 0:
            ret %= bar(x - 2);
    }
    return ret;
}
int main()
{
    int y = 0, n = 8;
    puts(""Let make sth different!"");
    printf(""Recursion means %#4o!\n"", n);
    if (((1 << 4) & n) == 1) puts(""No!"");
    for (n = ~n;; y++)
    {
    }
    puts(""Calling..."");
    if (y % 3) continue;
    printf(""bar(%d)=%d\n"", y, n = bar(y));
    if (y > n) break;
    printf(""Milestone#%03d\n"", y);
    printf(""The World is too tired!\n"");
    return 0;
}",
Structured Programming,Shahjalal University of Science and Technology,2019,Semester Final,5,Pointers,Find the output of the following program showing the calculations.,Yes,"#include <stdio.h>

int main() {
    int x[5] = {2, 1, 5, 3}, y, *p, *q, *r;
    p = x;
    q = &y;
    *q = *(x + 4);
    r = ++p;
    (*p)++;
    q++;
    r--;
    printf(""%d,%d,%d,%d,%d\n"", *x, *p, *q, *r, *(x + 4));
    *q = (*p << 3) - 1;
    y = *p + *q + *r + *(r + 4);
    r += 4;
    q = p;
    *r = *q + 13 - *(p - 1);
    if (q == x + 1) p = &y;
    printf(""%d,%d,%d,%d,%d\n"", *x, *p, *q, *r, *(x + 1));
    return 0;
}",
Structured Programming,Shahjalal University of Science and Technology,2019,Semester Final,5,Array,"Is there any difference between the declarations 
    char cse[] = { '1', '8' }; 
    and 
    char cse[] = ""18""; ? 
    Show the reason behind your answer.",No,,
Structured Programming,Shahjalal University of Science and Technology,2019,Semester Final,5,Operators,Write the output of the following program.,Yes,"#include <stdio.h>
#define CSE 4+6
#define SUST 9-CSE+CSE
int main()
{
    int p = 1;
    int N = (~(~((12*SUST*2)<<2)-p)) % 420;
    printf(""%010X\n"", ++N+10);
    return 0;
}",
Structured Programming,Shahjalal University of Science and Technology,2019,Semester Final,5,Recursion,Write C program using recursive function to display a given string reversely.,No,,
Structured Programming,Shahjalal University of Science and Technology,2019,Semester Final,5,Nested Loop,"Generate the following “pyramid” of digits, using nested loops. 
    [Do not simply write out 10 multi-digit strings. 
    Instead, develop a formula to generate the appropriate output for each line.]",No,,
Structured Programming,Shahjalal University of Science and Technology,2019,Semester Final,10,Pointers,Write the output of the following program.,Yes,"

#include <stdio.h>
int rec(int *u, int v[])
{
    static int y = 90;
    u = &y; v[1]++; ++y;
    (*u)++; v[5] = 11;
    return *u;
}
int main()
{
    int x = 8, i, y[10] = {3, 9}, z;
    z = rec(&x, y) + rec(&x, y);
    printf(""%d %d\n"", x, z);
    for (i = y[1]-1; i >= 0; i--)
        printf(""y[%d]=%d\n"", i, y[i]);
    return 0;
}",
Structured Programming,Shahjalal University of Science and Technology,2019,Semester Final,10,File Handling,"Suppose there are four folders named “Branch A”, “Branch B”,“Branch C” and “Pro
grams” in drive “D:”. So, there are three branches identified by A, B and C. Each branch
has four sections. So, each of the branch folder has four sub-folders named “Section 1”,
“Section 2”, “Section 3” and “Section 4”. In each of the section folder, there are two
files named “Revenue.in” and “Expense.out”. Now, your task is to write a program file
named “Calculate Total Profit.cpp” under the folder named “Programs”. Your program
would generate a file named “Summary.txt” under the drive “D:” where you would show
the sum of revenues and expenses of each branch in separate lines. Then calculate the
sum of revenues minus sum of expenses. If the values is non-negative then write a line
like ”Total Profit = < value >”, otherwise write ”Total Loss = < value >”. Replace
the ‘< value >’ portion with the absolute amount of that value. Read files with absolute
address and write file with relative address.",No,,
Structured Programming,Shahjalal University of Science and Technology,2019,Semester Final,10,Functions,"Write a C function named find median which takes a list of variable number of integer
arguments and returns the middle value of the list after sorting. If the list has even
number of elements, then it returns the average of two middle values. The very first
argument is an integer which indicates the number of elements in the list. Example:
Calling find_median(5,3,4,5,6,7) returns 5 and calling find_median(4,100,3,10,1)
returns 6.5. Remember, your program must be efficient. [Hint: Write a function which
takes variable number of arguments. Take them in an array. Sort them using qsort. Write
a comparator function for qsort. If the number of elements is odd, then return the middle
value of the array, otherwise return average of the two middle values.]",No,,
Data Structures,Leading University,Spring 2023,Semester Final,5,Stack & Queue,"Suppose A is a Queue and B is a Stack with given elements (Bernardo, Bruno, Rashford, Grealish). Draw schematic diagrams for the following 5 operations showing TOP, FRONT, and REAR. 
 
1. POP an element from B and PUSH that element on A
2. POP an element from A and PUSH that element on B
3, PUSH (""Casemiro"") on B and POP an element from A
4. POP an element from A and POP an element from B
5. POP an element from A and PUSH (""""Holland"") on B",No,,
Data Structures,Leading University,Spring 2023,Semester Final,5,Quick Sort,"Suppose a list named Array has the following 12 alphabetic characters: 
Array => Q, U, I, C, K, S, O, R, T, I, N, G 
You want to sort the list named Array, alphabetically. Use the Quick Sort Algorithm to find the sorted position of the characters for 3 iterations maintaining the recursion call.",No,,
Data Structures,Leading University,Spring 2023,Semester Final,5,Heap,"Build Min Heap from: [50, 44, 30, 25, 80, 58, 77, 58, 10] (draw every step with dotted lines). Then show heap after deleting root once.
Array = 50, 44, 30, 25, 80, 58, 77, 58, 10",No,,
Data Structures,Leading University,Spring 2023,Semester Final,5,Binary Search Tree,"Build the BST from the following list assuming Root= 77 step by step (draw the treе individually for each iteration). 
After drawing the tree, write the Preorder and Postorder traversal of this BST. 
Array=77, 44, 30, 25, 80, 58, 50, 58, 10, 40",No,,
Data Structures,Leading University,Spring 2023,Semester Final,5,Infix to Postfix,"Draw the table and discuss the conversion of infix to postfix for the following
expression using stack. After that also find the value using postfix evaluation using
stack. 
1+2*(9/3)^(2-1)-7",No,,
Data Structures,Leading University,Spring 2023,Semester Final,5,Linked List,"In the linked list when ""Head== NULL"" is true, what does it mean? 
Write a code to insert an item at the end of a linked list.",No,,
Data Structures,Leading University,Spring 2023,Mid Term,5,Binary Search,"Prove bubble sort worst case time complexity is O(n^2)?
 Also, prove binary search complexity is O(logn). 
Find the number of steps needed to find an item from a list where n=4294967296",No,,
Data Structures,Leading University,Spring 2023,Mid Term,5,Binary Search,"Suppose, a sorted array has been given as follows: 
11 13 24 29 34 40 47 54 56 63 68 75 86 89 93 97 
a) Find the index/position of the number 99 using binary search in detail. 
b) Find the index/position of the number 11 using binary search in detail.",No,,
Data Structures,Leading University,Spring 2023,Mid Term,5,Array Address Calculation,"If A is a 9x7 character type array having a base address BA = 220 and B is a linear integer type array having a size of 20 and assigned to the memory just after the last element of the character array location ends. Assume both arrays follow 0- based indexing. Then, 
a) Find the Location of LOC(A[8,6]) in row-major order. 
b) Find the Base Address (BA) of the linear integer type array? 
c) Find the last location where the linear integer array ends?",No,,
Data Structures,Leading University,Spring 2023,Mid Term,5,String,"What are the differences between string class and character array? 
Write any three ways of implementing the array of strings. Give example for each.",No,,
Data Structures,Leading University,Spring 2023,Mid Term,5,Complexity,"If a time function, f(n) = 7n+5 then, 
a) For which value of C and n, f(n) = O(n) is valid. 
b) For which value of C and n, f(n)=2(n) is valid. 
c) For which value of C and n, f(n) =O(n) is valid.",No,,
Data Structures,Leading University,Spring 2023,Mid Term,5,Bubble Sort,"Alphabetically sort the following characters step by step (Passes and Steps) using
bubble sort:

C, O, M, P, L, E, X",No,,
Data Structures,Leading University,Spring 2023,Mid Term,5,Structure,"Write a structure named Employee which will define the char name[30], int age, and double salary of employees. Typedef the Employee structure to emp. 
a) Now declare an array named info of type Employee with size 10 in the main function using emp. b) After completing the above code, also find how many bytes of memory the structure allocates.",No,,
Data Structures,Leading University,Spring 2023,Mid Term,5,String,"Suppose string str=""Data Structures"". Then write the state of this string
after each of the following operations:
a) str.pop_back(); 
b) str.pop_back); 
c) str.push_back('e'); 
d) str.pop_back();
e) str.pop_back();
f) str.push_back('u');
g)str.push_back('r');
h) str.pop_back();
i)str.pop_back();
j) str.push_back('#');",No,,
Data Structures,Leading University,Fall 2023,Mid Term,2,Complexity,Calculate the time complexity of the following codes using Big-O notation:,YES,"void main() { 
    int i, j, n; 
    scanf(""%d"", &n); 
    for (i=n; i>=1; i/=2) 
        for (j=n/2; j>=1; j--) 
            printf(""Be simple\n""); 
    for (i=1; i*j<=n; i++) 
        printf(""think high.\n""); 
}",
Data Structures,Leading University,Fall 2023,Mid Term,2,Complexity,Calculate the time complexity of the following codes using Big-O notation:,YES,"void fun (int n) { 
    int i, j, k; 
    for (i=1; i<=n; i++) 
        for (j=1; j<=i; j++) 
            for (k=1; k<=100; k++) 
                printf(""Nice Day!!""); 
}",
Data Structures,Leading University,Fall 2023,Mid Term,2,Complexity,Calculate the time complexity of the following codes using Big-O notation:,YES,"int func () { 
    int i, j, k, n; 
    for (i=n/2; i<=n; i++) 
        for (j=1; j<=n/2; j++) 
            for (k=1; k<=n; k*=2) 
                printf(""Hello""); 
}",
Data Structures,Leading University,Fall 2023,Mid Term,5,Complexity,"a. Out of the three functions mentioned above, which one will execute the fastest, and why? 
b. Among the best-case, worst-case, and average-case complexities, which is the most suitable for analyzing the exact running time of a program when comparing it with others? 
c. Write down the complexity of the Bubble Sort algorithm.",YES,"//Function1:
void main() { 
    int i, j, n; 
    scanf(""%d"", &n); 
    for (i=n; i>=1; i/=2) 
        for (j=n/2; j>=1; j--) 
            printf(""Be simple\n""); 
    for (i=1; i*j<=n; i++) 
        printf(""think high.\n""); 
}
//Function2:
void fun (int n) { 
    int i, j, k; 
    for (i=1; i<=n; i++) 
        for (j=1; j<=i; j++) 
            for (k=1; k<=100; k++) 
                printf(""Nice Day!!""); 
}
//Function3:
int func () { 
    int i, j, k, n; 
    for (i=n/2; i<=n; i++) 
        for (j=1; j<=n/2; j++) 
            for (k=1; k<=n; k*=2) 
                printf(""Hello""); 
}",
